#i;ra;ec;corners
3186;2.820000e+02;5.600000e+01;[[280.000000, 54.000000], [284.000000,54.000000], [284.000000,58.000000], [280.000000, 58.000000]]
3187;2.820000e+02;6.000000e+01;[[280.000000, 58.000000], [284.000000,58.000000], [284.000000,62.000000], [280.000000, 62.000000]]
3188;2.820000e+02;6.400000e+01;[[280.000000, 62.000000], [284.000000,62.000000], [284.000000,66.000000], [280.000000, 66.000000]]
3189;2.820000e+02;6.800000e+01;[[280.000000, 66.000000], [284.000000,66.000000], [284.000000,70.000000], [280.000000, 70.000000]]
3190;2.820000e+02;7.200000e+01;[[280.000000, 70.000000], [284.000000,70.000000], [284.000000,74.000000], [280.000000, 74.000000]]
3191;2.820000e+02;7.600000e+01;[[280.000000, 74.000000], [284.000000,74.000000], [284.000000,78.000000], [280.000000, 78.000000]]
3192;2.820000e+02;8.000000e+01;[[280.000000, 78.000000], [284.000000,78.000000], [284.000000,82.000000], [280.000000, 82.000000]]
3193;2.820000e+02;8.400000e+01;[[280.000000, 82.000000], [284.000000,82.000000], [284.000000,86.000000], [280.000000, 86.000000]]
3194;2.820000e+02;8.800000e+01;[[280.000000, 86.000000], [284.000000,86.000000], [284.000000,90.000000], [280.000000, 90.000000]]
3195;2.860000e+02;-8.800000e+01;[[284.000000, -90.000000], [288.000000,-90.000000], [288.000000,-86.000000], [284.000000, -86.000000]]
3196;2.860000e+02;-8.400000e+01;[[284.000000, -86.000000], [288.000000,-86.000000], [288.000000,-82.000000], [284.000000, -82.000000]]
3197;2.860000e+02;-8.000000e+01;[[284.000000, -82.000000], [288.000000,-82.000000], [288.000000,-78.000000], [284.000000, -78.000000]]
3198;2.860000e+02;-7.600000e+01;[[284.000000, -78.000000], [288.000000,-78.000000], [288.000000,-74.000000], [284.000000, -74.000000]]
3199;2.860000e+02;-7.200000e+01;[[284.000000, -74.000000], [288.000000,-74.000000], [288.000000,-70.000000], [284.000000, -70.000000]]
3200;2.860000e+02;-6.800000e+01;[[284.000000, -70.000000], [288.000000,-70.000000], [288.000000,-66.000000], [284.000000, -66.000000]]
3201;2.860000e+02;-6.400000e+01;[[284.000000, -66.000000], [288.000000,-66.000000], [288.000000,-62.000000], [284.000000, -62.000000]]
3202;2.860000e+02;-6.000000e+01;[[284.000000, -62.000000], [288.000000,-62.000000], [288.000000,-58.000000], [284.000000, -58.000000]]
3203;2.860000e+02;-5.600000e+01;[[284.000000, -58.000000], [288.000000,-58.000000], [288.000000,-54.000000], [284.000000, -54.000000]]
3204;2.860000e+02;-5.200000e+01;[[284.000000, -54.000000], [288.000000,-54.000000], [288.000000,-50.000000], [284.000000, -50.000000]]
3205;2.860000e+02;-4.800000e+01;[[284.000000, -50.000000], [288.000000,-50.000000], [288.000000,-46.000000], [284.000000, -46.000000]]
3206;2.860000e+02;-4.400000e+01;[[284.000000, -46.000000], [288.000000,-46.000000], [288.000000,-42.000000], [284.000000, -42.000000]]
3207;2.860000e+02;-4.000000e+01;[[284.000000, -42.000000], [288.000000,-42.000000], [288.000000,-38.000000], [284.000000, -38.000000]]
3208;2.860000e+02;-3.600000e+01;[[284.000000, -38.000000], [288.000000,-38.000000], [288.000000,-34.000000], [284.000000, -34.000000]]
3209;2.860000e+02;-3.200000e+01;[[284.000000, -34.000000], [288.000000,-34.000000], [288.000000,-30.000000], [284.000000, -30.000000]]
3210;2.860000e+02;-2.800000e+01;[[284.000000, -30.000000], [288.000000,-30.000000], [288.000000,-26.000000], [284.000000, -26.000000]]
3211;2.860000e+02;-2.400000e+01;[[284.000000, -26.000000], [288.000000,-26.000000], [288.000000,-22.000000], [284.000000, -22.000000]]
3212;2.860000e+02;-2.000000e+01;[[284.000000, -22.000000], [288.000000,-22.000000], [288.000000,-18.000000], [284.000000, -18.000000]]
3213;2.860000e+02;-1.600000e+01;[[284.000000, -18.000000], [288.000000,-18.000000], [288.000000,-14.000000], [284.000000, -14.000000]]
3214;2.860000e+02;-1.200000e+01;[[284.000000, -14.000000], [288.000000,-14.000000], [288.000000,-10.000000], [284.000000, -10.000000]]
3215;2.860000e+02;-8.000000e+00;[[284.000000, -10.000000], [288.000000,-10.000000], [288.000000,-6.000000], [284.000000, -6.000000]]
3216;2.860000e+02;-4.000000e+00;[[284.000000, -6.000000], [288.000000,-6.000000], [288.000000,-2.000000], [284.000000, -2.000000]]
3217;2.860000e+02;0.000000e+00;[[284.000000, -2.000000], [288.000000,-2.000000], [288.000000,2.000000], [284.000000, 2.000000]]
3218;2.860000e+02;4.000000e+00;[[284.000000, 2.000000], [288.000000,2.000000], [288.000000,6.000000], [284.000000, 6.000000]]
3219;2.860000e+02;8.000000e+00;[[284.000000, 6.000000], [288.000000,6.000000], [288.000000,10.000000], [284.000000, 10.000000]]
3220;2.860000e+02;1.200000e+01;[[284.000000, 10.000000], [288.000000,10.000000], [288.000000,14.000000], [284.000000, 14.000000]]
3221;2.860000e+02;1.600000e+01;[[284.000000, 14.000000], [288.000000,14.000000], [288.000000,18.000000], [284.000000, 18.000000]]
3222;2.860000e+02;2.000000e+01;[[284.000000, 18.000000], [288.000000,18.000000], [288.000000,22.000000], [284.000000, 22.000000]]
3223;2.860000e+02;2.400000e+01;[[284.000000, 22.000000], [288.000000,22.000000], [288.000000,26.000000], [284.000000, 26.000000]]
3224;2.860000e+02;2.800000e+01;[[284.000000, 26.000000], [288.000000,26.000000], [288.000000,30.000000], [284.000000, 30.000000]]
3225;2.860000e+02;3.200000e+01;[[284.000000, 30.000000], [288.000000,30.000000], [288.000000,34.000000], [284.000000, 34.000000]]
3226;2.860000e+02;3.600000e+01;[[284.000000, 34.000000], [288.000000,34.000000], [288.000000,38.000000], [284.000000, 38.000000]]
3227;2.860000e+02;4.000000e+01;[[284.000000, 38.000000], [288.000000,38.000000], [288.000000,42.000000], [284.000000, 42.000000]]
3228;2.860000e+02;4.400000e+01;[[284.000000, 42.000000], [288.000000,42.000000], [288.000000,46.000000], [284.000000, 46.000000]]
3229;2.860000e+02;4.800000e+01;[[284.000000, 46.000000], [288.000000,46.000000], [288.000000,50.000000], [284.000000, 50.000000]]
3230;2.860000e+02;5.200000e+01;[[284.000000, 50.000000], [288.000000,50.000000], [288.000000,54.000000], [284.000000, 54.000000]]
3231;2.860000e+02;5.600000e+01;[[284.000000, 54.000000], [288.000000,54.000000], [288.000000,58.000000], [284.000000, 58.000000]]
3232;2.860000e+02;6.000000e+01;[[284.000000, 58.000000], [288.000000,58.000000], [288.000000,62.000000], [284.000000, 62.000000]]
3233;2.860000e+02;6.400000e+01;[[284.000000, 62.000000], [288.000000,62.000000], [288.000000,66.000000], [284.000000, 66.000000]]
3234;2.860000e+02;6.800000e+01;[[284.000000, 66.000000], [288.000000,66.000000], [288.000000,70.000000], [284.000000, 70.000000]]
3235;2.860000e+02;7.200000e+01;[[284.000000, 70.000000], [288.000000,70.000000], [288.000000,74.000000], [284.000000, 74.000000]]
3236;2.860000e+02;7.600000e+01;[[284.000000, 74.000000], [288.000000,74.000000], [288.000000,78.000000], [284.000000, 78.000000]]
3237;2.860000e+02;8.000000e+01;[[284.000000, 78.000000], [288.000000,78.000000], [288.000000,82.000000], [284.000000, 82.000000]]
3238;2.860000e+02;8.400000e+01;[[284.000000, 82.000000], [288.000000,82.000000], [288.000000,86.000000], [284.000000, 86.000000]]
3239;2.860000e+02;8.800000e+01;[[284.000000, 86.000000], [288.000000,86.000000], [288.000000,90.000000], [284.000000, 90.000000]]
3240;2.900000e+02;-8.800000e+01;[[288.000000, -90.000000], [292.000000,-90.000000], [292.000000,-86.000000], [288.000000, -86.000000]]
3241;2.900000e+02;-8.400000e+01;[[288.000000, -86.000000], [292.000000,-86.000000], [292.000000,-82.000000], [288.000000, -82.000000]]
3242;2.900000e+02;-8.000000e+01;[[288.000000, -82.000000], [292.000000,-82.000000], [292.000000,-78.000000], [288.000000, -78.000000]]
3243;2.900000e+02;-7.600000e+01;[[288.000000, -78.000000], [292.000000,-78.000000], [292.000000,-74.000000], [288.000000, -74.000000]]
3244;2.900000e+02;-7.200000e+01;[[288.000000, -74.000000], [292.000000,-74.000000], [292.000000,-70.000000], [288.000000, -70.000000]]
3245;2.900000e+02;-6.800000e+01;[[288.000000, -70.000000], [292.000000,-70.000000], [292.000000,-66.000000], [288.000000, -66.000000]]
3246;2.900000e+02;-6.400000e+01;[[288.000000, -66.000000], [292.000000,-66.000000], [292.000000,-62.000000], [288.000000, -62.000000]]
3247;2.900000e+02;-6.000000e+01;[[288.000000, -62.000000], [292.000000,-62.000000], [292.000000,-58.000000], [288.000000, -58.000000]]
3248;2.900000e+02;-5.600000e+01;[[288.000000, -58.000000], [292.000000,-58.000000], [292.000000,-54.000000], [288.000000, -54.000000]]
3249;2.900000e+02;-5.200000e+01;[[288.000000, -54.000000], [292.000000,-54.000000], [292.000000,-50.000000], [288.000000, -50.000000]]
3250;2.900000e+02;-4.800000e+01;[[288.000000, -50.000000], [292.000000,-50.000000], [292.000000,-46.000000], [288.000000, -46.000000]]
3251;2.900000e+02;-4.400000e+01;[[288.000000, -46.000000], [292.000000,-46.000000], [292.000000,-42.000000], [288.000000, -42.000000]]
3252;2.900000e+02;-4.000000e+01;[[288.000000, -42.000000], [292.000000,-42.000000], [292.000000,-38.000000], [288.000000, -38.000000]]
3253;2.900000e+02;-3.600000e+01;[[288.000000, -38.000000], [292.000000,-38.000000], [292.000000,-34.000000], [288.000000, -34.000000]]
3254;2.900000e+02;-3.200000e+01;[[288.000000, -34.000000], [292.000000,-34.000000], [292.000000,-30.000000], [288.000000, -30.000000]]
3255;2.900000e+02;-2.800000e+01;[[288.000000, -30.000000], [292.000000,-30.000000], [292.000000,-26.000000], [288.000000, -26.000000]]
3256;2.900000e+02;-2.400000e+01;[[288.000000, -26.000000], [292.000000,-26.000000], [292.000000,-22.000000], [288.000000, -22.000000]]
3257;2.900000e+02;-2.000000e+01;[[288.000000, -22.000000], [292.000000,-22.000000], [292.000000,-18.000000], [288.000000, -18.000000]]
3258;2.900000e+02;-1.600000e+01;[[288.000000, -18.000000], [292.000000,-18.000000], [292.000000,-14.000000], [288.000000, -14.000000]]
3259;2.900000e+02;-1.200000e+01;[[288.000000, -14.000000], [292.000000,-14.000000], [292.000000,-10.000000], [288.000000, -10.000000]]
3260;2.900000e+02;-8.000000e+00;[[288.000000, -10.000000], [292.000000,-10.000000], [292.000000,-6.000000], [288.000000, -6.000000]]
3261;2.900000e+02;-4.000000e+00;[[288.000000, -6.000000], [292.000000,-6.000000], [292.000000,-2.000000], [288.000000, -2.000000]]
3262;2.900000e+02;0.000000e+00;[[288.000000, -2.000000], [292.000000,-2.000000], [292.000000,2.000000], [288.000000, 2.000000]]
3263;2.900000e+02;4.000000e+00;[[288.000000, 2.000000], [292.000000,2.000000], [292.000000,6.000000], [288.000000, 6.000000]]
3264;2.900000e+02;8.000000e+00;[[288.000000, 6.000000], [292.000000,6.000000], [292.000000,10.000000], [288.000000, 10.000000]]
3265;2.900000e+02;1.200000e+01;[[288.000000, 10.000000], [292.000000,10.000000], [292.000000,14.000000], [288.000000, 14.000000]]
3266;2.900000e+02;1.600000e+01;[[288.000000, 14.000000], [292.000000,14.000000], [292.000000,18.000000], [288.000000, 18.000000]]
3267;2.900000e+02;2.000000e+01;[[288.000000, 18.000000], [292.000000,18.000000], [292.000000,22.000000], [288.000000, 22.000000]]
3268;2.900000e+02;2.400000e+01;[[288.000000, 22.000000], [292.000000,22.000000], [292.000000,26.000000], [288.000000, 26.000000]]
3269;2.900000e+02;2.800000e+01;[[288.000000, 26.000000], [292.000000,26.000000], [292.000000,30.000000], [288.000000, 30.000000]]
3270;2.900000e+02;3.200000e+01;[[288.000000, 30.000000], [292.000000,30.000000], [292.000000,34.000000], [288.000000, 34.000000]]
3271;2.900000e+02;3.600000e+01;[[288.000000, 34.000000], [292.000000,34.000000], [292.000000,38.000000], [288.000000, 38.000000]]
3272;2.900000e+02;4.000000e+01;[[288.000000, 38.000000], [292.000000,38.000000], [292.000000,42.000000], [288.000000, 42.000000]]
3273;2.900000e+02;4.400000e+01;[[288.000000, 42.000000], [292.000000,42.000000], [292.000000,46.000000], [288.000000, 46.000000]]
3274;2.900000e+02;4.800000e+01;[[288.000000, 46.000000], [292.000000,46.000000], [292.000000,50.000000], [288.000000, 50.000000]]
3275;2.900000e+02;5.200000e+01;[[288.000000, 50.000000], [292.000000,50.000000], [292.000000,54.000000], [288.000000, 54.000000]]
3276;2.900000e+02;5.600000e+01;[[288.000000, 54.000000], [292.000000,54.000000], [292.000000,58.000000], [288.000000, 58.000000]]
3277;2.900000e+02;6.000000e+01;[[288.000000, 58.000000], [292.000000,58.000000], [292.000000,62.000000], [288.000000, 62.000000]]
3278;2.900000e+02;6.400000e+01;[[288.000000, 62.000000], [292.000000,62.000000], [292.000000,66.000000], [288.000000, 66.000000]]
3279;2.900000e+02;6.800000e+01;[[288.000000, 66.000000], [292.000000,66.000000], [292.000000,70.000000], [288.000000, 70.000000]]
3280;2.900000e+02;7.200000e+01;[[288.000000, 70.000000], [292.000000,70.000000], [292.000000,74.000000], [288.000000, 74.000000]]
3281;2.900000e+02;7.600000e+01;[[288.000000, 74.000000], [292.000000,74.000000], [292.000000,78.000000], [288.000000, 78.000000]]
3282;2.900000e+02;8.000000e+01;[[288.000000, 78.000000], [292.000000,78.000000], [292.000000,82.000000], [288.000000, 82.000000]]
3283;2.900000e+02;8.400000e+01;[[288.000000, 82.000000], [292.000000,82.000000], [292.000000,86.000000], [288.000000, 86.000000]]
3284;2.900000e+02;8.800000e+01;[[288.000000, 86.000000], [292.000000,86.000000], [292.000000,90.000000], [288.000000, 90.000000]]
3286;2.940000e+02;-8.400000e+01;[[292.000000, -86.000000], [296.000000,-86.000000], [296.000000,-82.000000], [292.000000, -82.000000]]
3287;2.940000e+02;-8.000000e+01;[[292.000000, -82.000000], [296.000000,-82.000000], [296.000000,-78.000000], [292.000000, -78.000000]]
3288;2.940000e+02;-7.600000e+01;[[292.000000, -78.000000], [296.000000,-78.000000], [296.000000,-74.000000], [292.000000, -74.000000]]
3289;2.940000e+02;-7.200000e+01;[[292.000000, -74.000000], [296.000000,-74.000000], [296.000000,-70.000000], [292.000000, -70.000000]]
3290;2.940000e+02;-6.800000e+01;[[292.000000, -70.000000], [296.000000,-70.000000], [296.000000,-66.000000], [292.000000, -66.000000]]
3291;2.940000e+02;-6.400000e+01;[[292.000000, -66.000000], [296.000000,-66.000000], [296.000000,-62.000000], [292.000000, -62.000000]]
3292;2.940000e+02;-6.000000e+01;[[292.000000, -62.000000], [296.000000,-62.000000], [296.000000,-58.000000], [292.000000, -58.000000]]
3293;2.940000e+02;-5.600000e+01;[[292.000000, -58.000000], [296.000000,-58.000000], [296.000000,-54.000000], [292.000000, -54.000000]]
3294;2.940000e+02;-5.200000e+01;[[292.000000, -54.000000], [296.000000,-54.000000], [296.000000,-50.000000], [292.000000, -50.000000]]
3295;2.940000e+02;-4.800000e+01;[[292.000000, -50.000000], [296.000000,-50.000000], [296.000000,-46.000000], [292.000000, -46.000000]]
3296;2.940000e+02;-4.400000e+01;[[292.000000, -46.000000], [296.000000,-46.000000], [296.000000,-42.000000], [292.000000, -42.000000]]
3297;2.940000e+02;-4.000000e+01;[[292.000000, -42.000000], [296.000000,-42.000000], [296.000000,-38.000000], [292.000000, -38.000000]]
3298;2.940000e+02;-3.600000e+01;[[292.000000, -38.000000], [296.000000,-38.000000], [296.000000,-34.000000], [292.000000, -34.000000]]
3299;2.940000e+02;-3.200000e+01;[[292.000000, -34.000000], [296.000000,-34.000000], [296.000000,-30.000000], [292.000000, -30.000000]]
3300;2.940000e+02;-2.800000e+01;[[292.000000, -30.000000], [296.000000,-30.000000], [296.000000,-26.000000], [292.000000, -26.000000]]
3301;2.940000e+02;-2.400000e+01;[[292.000000, -26.000000], [296.000000,-26.000000], [296.000000,-22.000000], [292.000000, -22.000000]]
3302;2.940000e+02;-2.000000e+01;[[292.000000, -22.000000], [296.000000,-22.000000], [296.000000,-18.000000], [292.000000, -18.000000]]
3303;2.940000e+02;-1.600000e+01;[[292.000000, -18.000000], [296.000000,-18.000000], [296.000000,-14.000000], [292.000000, -14.000000]]
3304;2.940000e+02;-1.200000e+01;[[292.000000, -14.000000], [296.000000,-14.000000], [296.000000,-10.000000], [292.000000, -10.000000]]
3305;2.940000e+02;-8.000000e+00;[[292.000000, -10.000000], [296.000000,-10.000000], [296.000000,-6.000000], [292.000000, -6.000000]]
3306;2.940000e+02;-4.000000e+00;[[292.000000, -6.000000], [296.000000,-6.000000], [296.000000,-2.000000], [292.000000, -2.000000]]
3307;2.940000e+02;0.000000e+00;[[292.000000, -2.000000], [296.000000,-2.000000], [296.000000,2.000000], [292.000000, 2.000000]]
3308;2.940000e+02;4.000000e+00;[[292.000000, 2.000000], [296.000000,2.000000], [296.000000,6.000000], [292.000000, 6.000000]]
3309;2.940000e+02;8.000000e+00;[[292.000000, 6.000000], [296.000000,6.000000], [296.000000,10.000000], [292.000000, 10.000000]]
3310;2.940000e+02;1.200000e+01;[[292.000000, 10.000000], [296.000000,10.000000], [296.000000,14.000000], [292.000000, 14.000000]]
3311;2.940000e+02;1.600000e+01;[[292.000000, 14.000000], [296.000000,14.000000], [296.000000,18.000000], [292.000000, 18.000000]]
3312;2.940000e+02;2.000000e+01;[[292.000000, 18.000000], [296.000000,18.000000], [296.000000,22.000000], [292.000000, 22.000000]]
3313;2.940000e+02;2.400000e+01;[[292.000000, 22.000000], [296.000000,22.000000], [296.000000,26.000000], [292.000000, 26.000000]]
3314;2.940000e+02;2.800000e+01;[[292.000000, 26.000000], [296.000000,26.000000], [296.000000,30.000000], [292.000000, 30.000000]]
3315;2.940000e+02;3.200000e+01;[[292.000000, 30.000000], [296.000000,30.000000], [296.000000,34.000000], [292.000000, 34.000000]]
3316;2.940000e+02;3.600000e+01;[[292.000000, 34.000000], [296.000000,34.000000], [296.000000,38.000000], [292.000000, 38.000000]]
3317;2.940000e+02;4.000000e+01;[[292.000000, 38.000000], [296.000000,38.000000], [296.000000,42.000000], [292.000000, 42.000000]]
3318;2.940000e+02;4.400000e+01;[[292.000000, 42.000000], [296.000000,42.000000], [296.000000,46.000000], [292.000000, 46.000000]]
3319;2.940000e+02;4.800000e+01;[[292.000000, 46.000000], [296.000000,46.000000], [296.000000,50.000000], [292.000000, 50.000000]]
3320;2.940000e+02;5.200000e+01;[[292.000000, 50.000000], [296.000000,50.000000], [296.000000,54.000000], [292.000000, 54.000000]]
3321;2.940000e+02;5.600000e+01;[[292.000000, 54.000000], [296.000000,54.000000], [296.000000,58.000000], [292.000000, 58.000000]]
3322;2.940000e+02;6.000000e+01;[[292.000000, 58.000000], [296.000000,58.000000], [296.000000,62.000000], [292.000000, 62.000000]]
3323;2.940000e+02;6.400000e+01;[[292.000000, 62.000000], [296.000000,62.000000], [296.000000,66.000000], [292.000000, 66.000000]]
3324;2.940000e+02;6.800000e+01;[[292.000000, 66.000000], [296.000000,66.000000], [296.000000,70.000000], [292.000000, 70.000000]]
3325;2.940000e+02;7.200000e+01;[[292.000000, 70.000000], [296.000000,70.000000], [296.000000,74.000000], [292.000000, 74.000000]]
3326;2.940000e+02;7.600000e+01;[[292.000000, 74.000000], [296.000000,74.000000], [296.000000,78.000000], [292.000000, 78.000000]]
3327;2.940000e+02;8.000000e+01;[[292.000000, 78.000000], [296.000000,78.000000], [296.000000,82.000000], [292.000000, 82.000000]]
3328;2.940000e+02;8.400000e+01;[[292.000000, 82.000000], [296.000000,82.000000], [296.000000,86.000000], [292.000000, 86.000000]]
3329;2.940000e+02;8.800000e+01;[[292.000000, 86.000000], [296.000000,86.000000], [296.000000,90.000000], [292.000000, 90.000000]]
3331;2.980000e+02;-8.400000e+01;[[296.000000, -86.000000], [300.000000,-86.000000], [300.000000,-82.000000], [296.000000, -82.000000]]
3332;2.980000e+02;-8.000000e+01;[[296.000000, -82.000000], [300.000000,-82.000000], [300.000000,-78.000000], [296.000000, -78.000000]]
3333;2.980000e+02;-7.600000e+01;[[296.000000, -78.000000], [300.000000,-78.000000], [300.000000,-74.000000], [296.000000, -74.000000]]
3334;2.980000e+02;-7.200000e+01;[[296.000000, -74.000000], [300.000000,-74.000000], [300.000000,-70.000000], [296.000000, -70.000000]]
3335;2.980000e+02;-6.800000e+01;[[296.000000, -70.000000], [300.000000,-70.000000], [300.000000,-66.000000], [296.000000, -66.000000]]
3336;2.980000e+02;-6.400000e+01;[[296.000000, -66.000000], [300.000000,-66.000000], [300.000000,-62.000000], [296.000000, -62.000000]]
3337;2.980000e+02;-6.000000e+01;[[296.000000, -62.000000], [300.000000,-62.000000], [300.000000,-58.000000], [296.000000, -58.000000]]
3338;2.980000e+02;-5.600000e+01;[[296.000000, -58.000000], [300.000000,-58.000000], [300.000000,-54.000000], [296.000000, -54.000000]]
3339;2.980000e+02;-5.200000e+01;[[296.000000, -54.000000], [300.000000,-54.000000], [300.000000,-50.000000], [296.000000, -50.000000]]
3340;2.980000e+02;-4.800000e+01;[[296.000000, -50.000000], [300.000000,-50.000000], [300.000000,-46.000000], [296.000000, -46.000000]]
3341;2.980000e+02;-4.400000e+01;[[296.000000, -46.000000], [300.000000,-46.000000], [300.000000,-42.000000], [296.000000, -42.000000]]
3342;2.980000e+02;-4.000000e+01;[[296.000000, -42.000000], [300.000000,-42.000000], [300.000000,-38.000000], [296.000000, -38.000000]]
3343;2.980000e+02;-3.600000e+01;[[296.000000, -38.000000], [300.000000,-38.000000], [300.000000,-34.000000], [296.000000, -34.000000]]
3344;2.980000e+02;-3.200000e+01;[[296.000000, -34.000000], [300.000000,-34.000000], [300.000000,-30.000000], [296.000000, -30.000000]]
3345;2.980000e+02;-2.800000e+01;[[296.000000, -30.000000], [300.000000,-30.000000], [300.000000,-26.000000], [296.000000, -26.000000]]
3346;2.980000e+02;-2.400000e+01;[[296.000000, -26.000000], [300.000000,-26.000000], [300.000000,-22.000000], [296.000000, -22.000000]]
3347;2.980000e+02;-2.000000e+01;[[296.000000, -22.000000], [300.000000,-22.000000], [300.000000,-18.000000], [296.000000, -18.000000]]
3348;2.980000e+02;-1.600000e+01;[[296.000000, -18.000000], [300.000000,-18.000000], [300.000000,-14.000000], [296.000000, -14.000000]]
3349;2.980000e+02;-1.200000e+01;[[296.000000, -14.000000], [300.000000,-14.000000], [300.000000,-10.000000], [296.000000, -10.000000]]
3350;2.980000e+02;-8.000000e+00;[[296.000000, -10.000000], [300.000000,-10.000000], [300.000000,-6.000000], [296.000000, -6.000000]]
3351;2.980000e+02;-4.000000e+00;[[296.000000, -6.000000], [300.000000,-6.000000], [300.000000,-2.000000], [296.000000, -2.000000]]
3352;2.980000e+02;0.000000e+00;[[296.000000, -2.000000], [300.000000,-2.000000], [300.000000,2.000000], [296.000000, 2.000000]]
3353;2.980000e+02;4.000000e+00;[[296.000000, 2.000000], [300.000000,2.000000], [300.000000,6.000000], [296.000000, 6.000000]]
3354;2.980000e+02;8.000000e+00;[[296.000000, 6.000000], [300.000000,6.000000], [300.000000,10.000000], [296.000000, 10.000000]]
3355;2.980000e+02;1.200000e+01;[[296.000000, 10.000000], [300.000000,10.000000], [300.000000,14.000000], [296.000000, 14.000000]]
3356;2.980000e+02;1.600000e+01;[[296.000000, 14.000000], [300.000000,14.000000], [300.000000,18.000000], [296.000000, 18.000000]]
3357;2.980000e+02;2.000000e+01;[[296.000000, 18.000000], [300.000000,18.000000], [300.000000,22.000000], [296.000000, 22.000000]]
3358;2.980000e+02;2.400000e+01;[[296.000000, 22.000000], [300.000000,22.000000], [300.000000,26.000000], [296.000000, 26.000000]]
3359;2.980000e+02;2.800000e+01;[[296.000000, 26.000000], [300.000000,26.000000], [300.000000,30.000000], [296.000000, 30.000000]]
3360;2.980000e+02;3.200000e+01;[[296.000000, 30.000000], [300.000000,30.000000], [300.000000,34.000000], [296.000000, 34.000000]]
3361;2.980000e+02;3.600000e+01;[[296.000000, 34.000000], [300.000000,34.000000], [300.000000,38.000000], [296.000000, 38.000000]]
3362;2.980000e+02;4.000000e+01;[[296.000000, 38.000000], [300.000000,38.000000], [300.000000,42.000000], [296.000000, 42.000000]]
3363;2.980000e+02;4.400000e+01;[[296.000000, 42.000000], [300.000000,42.000000], [300.000000,46.000000], [296.000000, 46.000000]]
3364;2.980000e+02;4.800000e+01;[[296.000000, 46.000000], [300.000000,46.000000], [300.000000,50.000000], [296.000000, 50.000000]]
3365;2.980000e+02;5.200000e+01;[[296.000000, 50.000000], [300.000000,50.000000], [300.000000,54.000000], [296.000000, 54.000000]]
3366;2.980000e+02;5.600000e+01;[[296.000000, 54.000000], [300.000000,54.000000], [300.000000,58.000000], [296.000000, 58.000000]]
3367;2.980000e+02;6.000000e+01;[[296.000000, 58.000000], [300.000000,58.000000], [300.000000,62.000000], [296.000000, 62.000000]]
3368;2.980000e+02;6.400000e+01;[[296.000000, 62.000000], [300.000000,62.000000], [300.000000,66.000000], [296.000000, 66.000000]]
3369;2.980000e+02;6.800000e+01;[[296.000000, 66.000000], [300.000000,66.000000], [300.000000,70.000000], [296.000000, 70.000000]]
3370;2.980000e+02;7.200000e+01;[[296.000000, 70.000000], [300.000000,70.000000], [300.000000,74.000000], [296.000000, 74.000000]]
3371;2.980000e+02;7.600000e+01;[[296.000000, 74.000000], [300.000000,74.000000], [300.000000,78.000000], [296.000000, 78.000000]]
3372;2.980000e+02;8.000000e+01;[[296.000000, 78.000000], [300.000000,78.000000], [300.000000,82.000000], [296.000000, 82.000000]]
3373;2.980000e+02;8.400000e+01;[[296.000000, 82.000000], [300.000000,82.000000], [300.000000,86.000000], [296.000000, 86.000000]]
3374;2.980000e+02;8.800000e+01;[[296.000000, 86.000000], [300.000000,86.000000], [300.000000,90.000000], [296.000000, 90.000000]]
3375;3.020000e+02;-8.800000e+01;[[300.000000, -90.000000], [304.000000,-90.000000], [304.000000,-86.000000], [300.000000, -86.000000]]
3376;3.020000e+02;-8.400000e+01;[[300.000000, -86.000000], [304.000000,-86.000000], [304.000000,-82.000000], [300.000000, -82.000000]]
3377;3.020000e+02;-8.000000e+01;[[300.000000, -82.000000], [304.000000,-82.000000], [304.000000,-78.000000], [300.000000, -78.000000]]
3378;3.020000e+02;-7.600000e+01;[[300.000000, -78.000000], [304.000000,-78.000000], [304.000000,-74.000000], [300.000000, -74.000000]]
3379;3.020000e+02;-7.200000e+01;[[300.000000, -74.000000], [304.000000,-74.000000], [304.000000,-70.000000], [300.000000, -70.000000]]
3380;3.020000e+02;-6.800000e+01;[[300.000000, -70.000000], [304.000000,-70.000000], [304.000000,-66.000000], [300.000000, -66.000000]]
3381;3.020000e+02;-6.400000e+01;[[300.000000, -66.000000], [304.000000,-66.000000], [304.000000,-62.000000], [300.000000, -62.000000]]
3382;3.020000e+02;-6.000000e+01;[[300.000000, -62.000000], [304.000000,-62.000000], [304.000000,-58.000000], [300.000000, -58.000000]]
3383;3.020000e+02;-5.600000e+01;[[300.000000, -58.000000], [304.000000,-58.000000], [304.000000,-54.000000], [300.000000, -54.000000]]
3384;3.020000e+02;-5.200000e+01;[[300.000000, -54.000000], [304.000000,-54.000000], [304.000000,-50.000000], [300.000000, -50.000000]]
3385;3.020000e+02;-4.800000e+01;[[300.000000, -50.000000], [304.000000,-50.000000], [304.000000,-46.000000], [300.000000, -46.000000]]
3386;3.020000e+02;-4.400000e+01;[[300.000000, -46.000000], [304.000000,-46.000000], [304.000000,-42.000000], [300.000000, -42.000000]]
3387;3.020000e+02;-4.000000e+01;[[300.000000, -42.000000], [304.000000,-42.000000], [304.000000,-38.000000], [300.000000, -38.000000]]
3388;3.020000e+02;-3.600000e+01;[[300.000000, -38.000000], [304.000000,-38.000000], [304.000000,-34.000000], [300.000000, -34.000000]]
